35.611	-16.739	0.67078	-5.3217	0.12605	54.724
35.76	-15.742	0.63923	-5.3459	0.11958	54.747
35.91	-14.742	0.58405	-5.328	0.10962	54.752
36.06	-13.742	0.53798	-5.2973	0.10156	54.759
36.21	-12.742	0.60226	-5.1921	0.11599	54.722
36.36	-11.742	0.56799	-5.3155	0.10686	54.726
36.51	-10.742	0.60886	-5.3121	0.11462	54.725
36.66	-9.7419	0.5749	-5.379	0.10688	54.725
36.81	-8.7419	0.68237	-5.3736	0.12699	54.738
36.96	-7.7419	0.63071	-5.3383	0.11815	54.746
37.11	-6.7419	0.68521	-5.2607	0.13025	54.756
37.26	-5.7419	0.59549	-5.2936	0.11249	54.737
37.41	-4.7419	0.59956	-5.3055	0.11301	54.74
37.56	-3.7419	0.60658	-5.1935	0.11679	54.742
37.71	-2.7419	0.67748	-5.2924	0.12801	54.723
37.86	-1.7419	0.60631	-5.3199	0.11397	54.71
38.01	-0.74194	1.8404	-5.341	0.34458	54.721
38.16	0.25806	19.943	-5.38	3.7069	54.697
38.31	1.2581	55.525	-5.4674	10.156	54.702
38.46	2.2581	85.087	-5.3949	15.772	54.731
38.61	3.2581	97.246	-5.3639	18.13	54.715
38.76	4.2581	100.85	-5.3291	18.925	54.739
38.91	5.2581	100.43	-5.3689	18.707	54.746
39.06	6.2581	98.784	-5.3398	18.499	54.748
39.21	7.2581	97.491	-5.3861	18.101	54.746
39.36	8.2581	97.448	-5.4196	17.981	54.742
39.51	9.2581	98.132	-5.366	18.288	54.747
39.66	10.258	97.368	-5.3195	18.304	54.759
39.81	11.258	93.666	-5.3484	17.513	54.762
39.96	12.258	90.155	-5.2321	17.231	54.733
40.11	13.258	87.377	-5.2718	16.574	54.744
40.26	14.258	85.835	-5.3462	16.055	54.767
40.41	15.258	84.595	-5.2931	15.982	54.756
40.56	16.258	83.307	-5.2986	15.722	54.764
40.71	17.258	82.047	-5.2919	15.504	54.738
40.86	18.258	81.757	-5.3318	15.334	54.724
41.01	19.258	82.936	-5.22	15.888	54.716
41.16	20.258	84.713	-5.2858	16.027	54.714
41.31	21.258	85.278	-5.387	15.83	54.768
41.46	22.258	84.18	-5.3615	15.701	54.76
41.61	23.258	82.505	-5.3397	15.451	54.744
41.76	24.258	81.42	-5.2835	15.41	54.752
41.91	25.258	80.869	-5.2713	15.341	54.745
42.06	26.258	80.595	-5.2285	15.414	54.743
42.21	27.258	80.589	-5.3101	15.177	54.73
42.36	28.258	80.042	-5.2829	15.151	54.726
42.51	29.258	79.404	-5.3773	14.767	54.706
42.66	30.258	78.911	-5.2557	15.014	54.708
42.81	31.258	79.019	-5.3217	14.849	54.717
42.96	32.258	79.253	-5.3165	14.907	54.717
43.11	33.258	78.889	-5.3718	14.686	54.703
43.26	34.258	78.995	-5.3732	14.702	54.72
43.41	35.258	78.959	-5.204	15.173	54.72
43.56	36.258	78.928	-5.2724	14.97	54.716
43.71	37.258	78.923	-5.2367	15.071	54.714
43.86	38.258	78.949	-5.301	14.893	54.722
44.01	39.258	78.585	-5.3863	14.59	54.713
44.16	40.258	78.298	-5.2922	14.795	54.706
44.31	41.258	78.127	-5.2795	14.798	54.712
44.46	42.258	78.107	-5.3378	14.633	54.715
44.61	43.258	78.07	-5.274	14.803	54.743
44.76	44.258	78.004	-5.2822	14.767	54.757
44.91	45.258	78.031	-5.3167	14.677	54.755
45.06	46.258	77.909	-5.362	14.53	54.748
45.21	47.258	77.745	-5.2918	14.691	54.712
45.36	48.258	77.543	-5.3722	14.434	54.709
45.51	49.258	77.722	-5.3923	14.413	54.694
45.66	50.258	77.815	-5.3235	14.617	54.696
45.81	51.258	77.867	-5.3147	14.651	54.703
45.96	52.258	77.613	-5.2683	14.732	54.683
46.11	53.258	77.579	-5.2513	14.773	54.662
46.26	54.258	77.588	-5.1895	14.951	54.664
46.41	55.258	77.238	-5.2115	14.821	54.66
46.56	56.258	77.076	-5.2704	14.624	54.655
46.71	57.258	77.17	-5.2551	14.685	54.661
46.86	58.258	77.162	-5.229	14.757	54.696
47.01	59.258	76.905	-5.2914	14.534	54.702
47.16	60.258	77.073	-5.3061	14.525	54.724
47.31	61.258	77.1	-5.3159	14.504	54.714
47.46	62.258	77.127	-5.3166	14.507	54.728
47.61	63.258	76.716	-5.3087	14.451	54.717
47.76	64.258	76.844	-5.2944	14.514	54.744
47.91	65.258	76.688	-5.2686	14.556	54.727
48.06	66.258	76.51	-5.3034	14.427	54.748
48.21	67.258	76.141	-5.2548	14.49	54.716
48.36	68.258	76.286	-5.2327	14.579	54.725
48.51	69.258	76.212	-5.3074	14.36	54.759
48.66	70.258	76.065	-5.2858	14.39	54.736
48.81	71.258	76.177	-5.301	14.37	54.711
48.96	72.258	75.877	-5.2933	14.335	54.733
49.11	73.258	75.827	-5.284	14.35	54.723
49.26	74.258	75.813	-5.3117	14.273	54.728
49.41	75.258	75.653	-5.3357	14.179	54.736
49.56	76.258	75.667	-5.3405	14.168	54.703
49.71	77.258	75.558	-5.3481	14.128	54.689
49.86	78.258	75.42	-5.3355	14.135	54.7
50.01	79.258	75.428	-5.3697	14.047	54.712
50.16	80.258	75.23	-5.3722	14.004	54.669
50.31	81.258	75.318	-5.3073	14.191	54.686
50.46	82.258	75.252	-5.2742	14.268	54.686
50.61	83.258	74.861	-5.2427	14.279	54.688
51.195	87.158	74.724	-5.2132	14.334	54.704
51.975	92.361	74.439	-5.2939	14.061	54.688
52.803	97.881	73.862	-5.3635	13.771	54.682
53.682	103.74	73.517	-5.244	14.019	54.686
54.615	109.96	73.126	-5.1982	14.067	54.67
55.606	116.56	72.645	-5.3352	13.616	54.69
56.657	123.57	71.978	-5.2411	13.733	54.648
57.772	131	71.178	-5.2278	13.615	54.64
58.956	138.89	70.924	-5.2693	13.46	54.656
60.212	147.27	70.293	-5.2522	13.383	54.639
61.544	156.15	69.414	-5.2249	13.285	54.65
62.959	165.58	69.046	-5.2541	13.141	54.658
64.46	175.59	68.195	-5.2345	13.028	54.667
66.054	186.22	67.384	-5.1962	12.968	54.66
67.745	197.49	66.727	-5.2744	12.651	54.667
69.54	209.45	66.027	-5.2173	12.655	54.671
71.445	222.15	65.088	-5.2865	12.312	54.667
73.466	235.63	64.378	-5.2708	12.214	54.685
75.611	249.93	63.498	-5.1698	12.282	54.674
77.888	265.11	62.615	-5.1415	12.178	54.685
80.305	281.22	61.599	-5.1884	11.872	54.663
82.868	298.31	60.538	-5.1386	11.781	54.673
85.591	316.46	59.734	-5.2142	11.456	54.705
88.478	335.71	58.524	-5.1783	11.302	54.69
91.544	356.15	57.481	-5.1942	11.066	54.699
94.797	377.84	56.481	-5.1855	10.892	54.69
98.249	400.85	55.075	-5.0913	10.817	54.695
101.91	425.28	53.96	-5.1127	10.554	54.711
105.8	451.21	52.837	-5.0001	10.567	54.721
109.93	478.72	51.516	-5.0952	10.111	54.702
114.31	507.92	50.206	-5.1382	9.7711	54.736
118.96	538.91	48.851	-5.1323	9.5182	54.702
123.89	571.8	47.334	-5.0465	9.3796	54.693
129.13	606.7	46.082	-5.0812	9.0692	54.706
134.68	643.74	44.678	-5.0466	8.853	54.693
140.58	683.06	43.182	-4.9702	8.6881	54.702
146.84	724.78	41.819	-5.0871	8.2206	54.742
153.48	769.06	40.556	-4.9725	8.156	54.748
160.53	816.05	39.094	-5.0324	7.7684	54.767
168.01	865.92	37.646	-4.9637	7.5843	54.779
175.95	918.85	36.073	-4.9179	7.335	54.773
184.38	975.02	34.6	-4.983	6.9435	54.75
193.32	1034.7	33.039	-4.8137	6.8636	54.734
202.81	1098	31.769	-4.7447	6.6955	54.746
212.88	1165.1	30.175	-4.8192	6.2615	54.727
223.57	1236.4	28.951	-4.8257	5.9993	54.729
234.91	1312	27.544	-4.7462	5.8033	54.759
246.95	1392.2	26.055	-4.7246	5.5148	54.72
259.73	1477.4	24.726	-4.6609	5.3049	54.748
273.29	1567.8	23.474	-4.6991	4.9954	54.756
287.68	1663.8	22.296	-4.5332	4.9182	54.747
302.95	1765.6	20.964	-4.6073	4.5503	54.751
319.16	1873.7	19.845	-4.6104	4.3043	54.832
336.37	1988.3	18.734	-4.401	4.2568	54.814
354.62	2110.1	17.588	-4.4346	3.966	54.777
374	2239.2	16.519	-4.3879	3.7647	54.792
394.56	2376.3	15.51	-4.3594	3.5578	54.809
416.38	2521.8	14.549	-4.2698	3.4073	54.809
439.54	2676.2	13.691	-4.2464	3.2242	54.798
464.12	2840.1	12.789	-4.1828	3.0576	54.814
490.21	3014	11.925	-4.1862	2.8486	54.815
517.9	3198.5	11.125	-4.0097	2.7745	54.833
547.28	3394.4	10.601	-3.9333	2.6953	54.819
578.46	3602.3	9.7623	-3.9889	2.4474	54.848
600	3745.9	9.3156	-3.7862	2.4604	54.872
