35.611	-16.739	-1.5912	-26.165	-0.060814	54.891
35.76	-15.742	-1.6028	-25.906	-0.061872	54.887
35.91	-14.742	-1.5506	-25.761	-0.060191	54.886
36.06	-13.742	-1.5983	-26.248	-0.060891	54.902
36.21	-12.742	-1.5948	-26.253	-0.060748	54.87
36.36	-11.742	-1.6156	-26.432	-0.061125	54.869
36.51	-10.742	-1.5904	-26.117	-0.060895	54.86
36.66	-9.7419	-1.6307	-26.564	-0.061387	54.882
36.81	-8.7419	-1.5475	-26.651	-0.058064	54.87
36.96	-7.7419	-1.536	-26.784	-0.057347	54.895
37.11	-6.7419	-1.6163	-27.213	-0.059392	54.862
37.26	-5.7419	-1.5171	-26.584	-0.057069	54.868
37.41	-4.7419	-1.5887	-26.421	-0.06013	54.846
37.56	-3.7419	-1.5603	-26.375	-0.059159	54.865
37.71	-2.7419	-1.6192	-26.028	-0.062212	54.876
37.86	-1.7419	-1.6567	-26.091	-0.063494	54.878
38.01	-0.74194	-0.70016	-26.626	-0.026296	54.851
38.16	0.25806	11.026	-26.356	0.41834	54.88
38.31	1.2581	35.538	-26.857	1.3232	54.861
38.46	2.2581	55.614	-27.028	2.0576	54.837
38.61	3.2581	63.594	-26.986	2.3565	54.823
38.76	4.2581	65.473	-26.759	2.4467	54.849
38.91	5.2581	65.197	-26.728	2.4393	54.834
39.06	6.2581	62.691	-26.16	2.3965	54.846
39.21	7.2581	63.458	-26.931	2.3563	54.829
39.36	8.2581	63.602	-27.093	2.3476	54.83
39.51	9.2581	62.939	-26.636	2.3629	54.84
39.66	10.258	61.927	-26.246	2.3595	54.838
39.81	11.258	60.347	-26.295	2.295	54.834
39.96	12.258	58.02	-26.376	2.1997	54.832
40.11	13.258	56.974	-26.636	2.139	54.823
40.26	14.258	55.546	-26.632	2.0857	54.845
40.41	15.258	53.743	-26.215	2.0501	54.836
40.56	16.258	53.498	-26.546	2.0153	54.807
40.71	17.258	51.984	-26.444	1.9658	54.843
40.86	18.258	50.069	-26.269	1.906	54.849
41.01	19.258	49.52	-26.294	1.8833	54.838
41.16	20.258	49.861	-26.304	1.8956	54.819
41.31	21.258	50.787	-26.318	1.9297	54.816
41.46	22.258	51.09	-26.075	1.9594	54.836
41.61	23.258	51.488	-26.217	1.9639	54.835
41.76	24.258	51.45	-26.434	1.9464	54.841
41.91	25.258	51.13	-26.374	1.9387	54.829
42.06	26.258	50.834	-26.189	1.941	54.839
42.21	27.258	51.322	-26.337	1.9486	54.835
42.36	28.258	49.873	-25.73	1.9383	54.828
42.51	29.258	50.906	-26.324	1.9338	54.842
42.66	30.258	51.369	-26.662	1.9267	54.834
42.81	31.258	51.278	-26.738	1.9178	54.844
42.96	32.258	50.731	-26.694	1.9005	54.844
43.11	33.258	50.106	-26.461	1.8936	54.851
43.26	34.258	48.905	-25.852	1.8917	54.845
43.41	35.258	48.839	-25.955	1.8817	54.847
43.56	36.258	49.039	-26.1	1.8789	54.876
43.71	37.258	50.3	-26.792	1.8775	54.871
43.86	38.258	49.956	-26.667	1.8733	54.849
44.01	39.258	50.136	-26.718	1.8765	54.852
44.16	40.258	49.808	-26.545	1.8764	54.846
44.31	41.258	50.321	-26.796	1.8779	54.847
44.46	42.258	50.118	-26.6	1.8841	54.842
44.61	43.258	49.097	-26.146	1.8778	54.846
44.76	44.258	48.25	-25.68	1.8789	54.827
44.91	45.258	48.86	-26.057	1.8751	54.842
45.06	46.258	49.842	-26.637	1.8712	54.86
45.21	47.258	49.158	-26.278	1.8707	54.863
45.36	48.258	49.141	-26.295	1.8688	54.866
45.51	49.258	49.232	-26.31	1.8712	54.863
45.66	50.258	48.608	-26.049	1.866	54.85
45.81	51.258	48.636	-26.115	1.8624	54.86
45.96	52.258	48.289	-25.929	1.8624	54.863
46.11	53.258	49	-26.219	1.8689	54.857
46.26	54.258	48.942	-26.251	1.8644	54.851
46.41	55.258	48.85	-26.256	1.8605	54.874
